name,highway
Hẻm 120 Thái Phiên,['residential']
Hẻm 120 Thích Quảng Đức,['residential']
Hẻm 120 Trần Quốc Thảo,['residential']
Hẻm 120 Tân Thới Nhất 13,['residential']
Hẻm 120 Tôn Thất Hiệp,['residential']
Hẻm 120 Đường Lê Văn Quới,['residential']
Hẻm 120/1 Bình Thới,['residential']
Hẻm 120/1 Đặng Thùy Trâm,['residential']
Hẻm 120/2 Bình Thới,['residential']
Hẻm 120/3 Đặng Thùy Trâm,['residential']
Hẻm 120/3-5 Bình Thới,['residential']
Hẻm 121 Lò Siêu,['residential']
Hẻm 121 Tân Quý,['residential']
Hẻm 122 Dương Quảng Hàm,['residential']
Hẻm 122 Lê Lư,['residential']
Hẻm 122 Trần Tuấn Khải,['residential']
Hẻm 122 Đường Bùi Tư Toàn,['residential']
Hẻm 122 Đỗ Tấn Phong,['residential']
Hẻm 122/15 Bùi Tư Toàn,['residential']
Hẻm 122/23 Dương Quảng Hàm,['residential']
Hẻm 122/7 Bùi Tư Toàn,['residential']
Hẻm 122/9 Dương Quảng Hàm,['residential']
Hẻm 1225/91 Phạm Thế Hiển,['residential']
Hẻm 123 Bông Sao,['residential']
Hẻm 123 Phan Văn Hớn,['residential']
Hẻm 123 Trần Huy Liệu,['residential']
Hẻm 123 Đường Lê Trọng Tấn,['residential']
Hẻm 123 Đường số 2,['residential']
Hẻm 123 Đường số 20,['residential']
Hẻm 123 Đường số 5,['residential']
Hẻm 123 đường 100 Bình Thới,['residential']
Hẻm 123/2 Đường số 20,['residential']
Hẻm 1235,['residential']
Hẻm 1237 Đường Hoàng Sa,['residential']
Hẻm 124 An Nhơn,['residential']
Hẻm 124 Nguyễn Văn Cừ,['residential']
Hẻm 124 Trần Văn Kỷ,['residential']
Hẻm 124 Tân Trang,['residential']
Hẻm 124 Xóm Đất,['residential']
Hẻm 124 Xô Viết Nghệ Tĩnh,['residential']
Hẻm 124/63 Xóm Đất,['residential']
Hẻm 124/64 Xóm Đất,['residential']
Hẻm 125 Bùi Đình Túy,['residential']
Hẻm 125 Huỳnh Văn Bánh,['residential']
Hẻm 125 Hòa Hưng,['residential']
Hẻm 125 Lê Hoàng Phái,['residential']
Hẻm 125 Lê Đức Thọ,['residential']
Hẻm 125 Nguyễn Cửu Vân,['residential']
Hẻm 125 Nguyễn Tiểu La,['residential']
Hẻm 125 Đường Vườn Lài,['residential']
Hẻm 125 Đường số 9,['residential']
Hẻm 125/1 Lê Hoàng Phái,['residential']
Hẻm 125/16 Bùi Đình Túy,['residential']
Hẻm 125/4 Lê Hoàng Phái,['residential']
Hẻm 125/42 Đường Bùi Đình Túy,['residential']
Hẻm 125/48 Lê Đức Thọ,['residential']
Hẻm 126 Duy Tân,['residential']
Hẻm 126 Huỳnh Văn Bánh,['residential']
Hẻm 126 Lê Thiệt,['residential']
Hẻm 126 Nguyễn Du,['residential']
Hẻm 126 Phạm Thế Hiển,['residential']
Hẻm 126 Đường Số 28,['residential']
Hẻm 126 Đường số 20,['residential']
Hẻm 126 Đường số 8,['residential']
Hẻm 126H Hoài Thanh,['residential']
Hẻm 127 Bình Lợi,['residential']
Hẻm 127 Hoàng Hoa Thám,['residential']
Hẻm 127 Lê Thúc Hoạch,['residential']
Hẻm 127 Ni sư Huỳnh Liên,['residential']
Hẻm 127 Âu Cơ,['residential']
Hẻm 127/16 Âu Cơ,['residential']
Hẻm 127/16/12 Âu Cơ,['residential']
Hẻm 127/16/2 Âu Cơ,['residential']
Hẻm 127/2 Bình Lợi,['residential']
Hẻm 127/41 Âu Cơ,['residential']
Hẻm 127/44 Âu Cơ,['residential']
Hẻm 127/47 Âu Cơ,['residential']
Hẻm 127/48 Âu Cơ,['residential']
Hẻm 127/49 Lê Thúc Hoạch,['residential']
Hẻm 127/49 Âu Cơ,['residential']
Hẻm 127/54-56 Âu Cơ,['residential']
Hẻm 127/71 Lê Thúc Hoạch,['residential']
Hẻm 128 Lê Văn Duyệt,['residential']
Hẻm 128 Lê Đức Thọ,['residential']
Hẻm 128 Nguyễn Sơn,['residential']
Hẻm 128 Quang Trung,['residential']
Hẻm 128 Tân Hương,['residential']
Hẻm 128/34 Lê Đức Thọ,['residential']
Hẻm 1287 Phạm Thế Hiển,['residential']
Hẻm 1287 Đường 3/2,['residential']
Hẻm 1287/1 Đường 3/2,['residential']
Hẻm 1287/21 Đường 3/2,['residential']
Hẻm 129,['residential']
Hẻm 129 Cao Thắng,['residential']
Hẻm 129 Lê Lư,['residential']
Hẻm 129 Nguyễn Văn Công,['residential']
Hẻm 129 Phan Văn Hớn,['residential']
Hẻm 129 Quang Trung,['residential']
Hẻm 129 Văn Thân,['residential']
Hẻm 129 Đường số 2,['residential']
Hẻm 129/14 Đường số 2,['residential']
Hẻm 129/47 Nguyễn Văn Công,['residential']
Hẻm 129/51 Đường Số 2,['residential']
Hẻm 129/60 Nguyễn Văn Công,['residential']
Hẻm 13 Bùi Xuân Phái,['residential']
Hẻm 13 Gò Cẩm Đệm,['residential']
Hẻm 13 Kỳ Ðồng,['residential']
Hẻm 13 Mai Lão Bạng,['residential']
Hẻm 13 Trương Minh Ký,['residential']
Hẻm 13 Trần Văn Hoàng,['residential']
Hẻm 13 Đường Số 36,['residential']
Hẻm 13/118 Trần Văn Hoàng,['residential']
Hẻm 13/7 Đường Số 36,['residential']
Hẻm 130 Hà Tôn Quyền,['residential']
Hẻm 130 Hồ Bá Kiện,['residential']
Hẻm 130 Đường số 9,['residential']
Hẻm 130-134 Ông Ích Khiêm,['residential']
Hẻm 130/23 Đường số 9,['residential']
Hẻm 130/5 Đường số 9,['residential']
Hẻm 1306 Quang Trung,['residential']
Hẻm 131 Kinh Dương Vương,['residential']
Hẻm 131 Tân Hương,['residential']
Hẻm 131 Xóm Chiếu,['residential']
Hẻm 131 Đường Thành Thái,['residential']
Hẻm 1319 Đường 3/2,['residential']
Hẻm 132 Hoài Thanh,['residential']
Hẻm 132 Trường Chinh,['residential']
Hẻm 132 Vườn Chuối,['residential']
Hẻm 132 Đường số 9,['residential']
Hẻm 133,['residential']
Hẻm 133 Gò Dầu,['residential']
Hẻm 133 Hồ Văn Huê,['residential']
Hẻm 133 Ni Sư Huỳnh Liên,['residential']
Hẻm 133 Quang Trung,['residential']
Hẻm 133 Đường số 8,['residential']
Hẻm 133/10 Quang Trung,['residential']
Hẻm 133/25 Quang Trung,['residential']
Hẻm 133/26 Đường số 8,['residential']
Hẻm 133/34 Đường số 8,['residential']
Hẻm 133/35 Ni sư Huỳnh Liên,['residential']
Hẻm 133/36 Quang Trung,['residential']
Hẻm 133/36/103 Quang Trung,['residential']
Hẻm 133/36/30 Quang Trung,['residential']
Hẻm 133/36/40 Quang Trung,['residential']
Hẻm 133/36/46 Quang Trung,['residential']
Hẻm 133/44 Đường số 8,['residential']
Hẻm 133/48 Quang Trung,['residential']
Hẻm 133/54 Ni sư Huỳnh Liên,['residential']
Hẻm 133/60 Ni sư Huỳnh Liên,['residential']
Hẻm 133/60/1-3 Ni sư Huỳnh Liên,['residential']
Hẻm 134  Lê Văn Duyệt,['residential']
Hẻm 134 Bình Thới,['residential']
Hẻm 134 Cách Mạng Tháng 8,['residential']
Hẻm 134 Dương Quảng Hàm,['residential']
Hẻm 134 Hoàng Hoa Thám,['residential']
Hẻm 134 Khuông Việt,['residential']
Hẻm 134 Thành Thái,['residential']
Hẻm 134 Trần Bá Giao,['residential']
Hẻm 134/1 Cách Mạng Tháng 8,['residential']
Hẻm 134/8 Bình Thới,['residential']
Hẻm 135 Duy Tân,['residential']
Hẻm 135 Lê Văn Quới,['residential']
Hẻm 135 Nguyễn Cửu Vân,['residential']
Hẻm 135 Nguyễn Văn Luông,['residential']
Hẻm 135 Thành Thái,['residential']
Hẻm 135 Trần Hưng Ðạo,['residential']
Hẻm 135 Trần Quang Cơ,['residential']
Hẻm 135 Âu Cơ,['residential']
Hẻm 135 Đường số 5,['residential']
Hẻm 1352 Đường 3 Tháng 2,['residential']
Hẻm 1352/1 Đường 3/2,['residential']
Hẻm 1355 Hoàng Sa,['residential']
Hẻm 1357 Hoàng Sa,['residential']
Hẻm 136 Hà Tôn Quyền,['residential']
Hẻm 136 Lê Văn Duyệt,['residential']
Hẻm 136 Nguyễn Oanh,['residential']
Hẻm 136 Tô Hiệu,['residential']
Hẻm 136 Vườn Chuối,['residential']
Hẻm 136 Đường số 4,['residential']
Hẻm 136/1 Đường số 4,['residential']
Hẻm 137,['residential']
Hẻm 137 Bình Long,['residential']
Hẻm 137 Gò Dầu,['residential']
Hẻm 137 Nguyễn Thị Nhỏ,['residential']
Hẻm 137 Ngô Quyền,['residential']
Hẻm 137 Phan Anh,['residential']
Hẻm 137 Trần Bá Giao,['residential']
Hẻm 137 Trịnh Đình Trọng,['residential']
Hẻm 137 Âu Cơ,['residential']
Hẻm 137 Đường Âu Dương Lân,['residential']
Hẻm 137/45/1 Khuông Việt,['residential']
Hẻm 138 Lê Thị Bạch Cát,['residential']
Hẻm 138 Nguyễn Duy Cung,['residential']
Hẻm 138 Nguyễn Văn Cừ,['residential']
Hẻm 138 Trần Văn Kỷ,['residential']
Hẻm 138 Đường số 2,['residential']
Hẻm 138 Đường số 20,['residential']
Hẻm 138/25 Đường số 20,['residential']
Hẻm 139 Dương Văn Dương,['residential']
Hẻm 139 Lê Thiệt,['residential']
Hẻm 139 Lý Chính Thắng,['residential']
Hẻm 139 Nguyễn Văn Lượng,['residential']
Hẻm 139 Nguyễn Đình Chính,['residential']
Hẻm 139 Phạm Huy Thông,['residential']
Hẻm 139 Đường Dạ Nam,['residential']
Hẻm 139 Đường số 27,['residential']
Hẻm 139 Đường Đinh Bộ Lĩnh,['residential']
Hẻm 139/1 Đường số 27,['residential']
Hẻm 139/16 Đường số 27,['residential']
Hẻm 139/17 Dương Văn Dương,['residential']
Hẻm 139/2 Đường số 27,['residential']
Hẻm 139/34 Đinh Bộ Lĩnh,['residential']
Hẻm 139/6 Dương Văn Dương,['residential']
Hẻm 139/7 Đường số 27,['residential']
Hẻm 13C Kỳ Đồng,['residential']
Hẻm 14,['residential']
Hẻm 14 An Bình,['residential']
Hẻm 14 Cù Chính Lan,['residential']
Hẻm 14 Hoàng Dư Khương,['residential']
Hẻm 14 Kỳ Ðồng,['residential']
Hẻm 14 Nguyễn Văn Lượng,['residential']
Hẻm 14 Thái Thị Nhạn,['residential']
Hẻm 14 Trần Bình Trọng,['residential']
Hẻm 14 Trần Khắc Chân,['residential']
Hẻm 14 Văn Chung,['residential']
Hẻm 14 Đào Duy Anh,['residential']
Hẻm 14 Đường số 19,['residential']
Hẻm 14 Đường số 30,['residential']
Hẻm 14 Đường số 53,['residential']
Hẻm 14 Đường số 6,['residential']
Hẻm 14 Đường số 7,['residential']
Hẻm 14 Đỗ Thừa Luông,['residential']
Hẻm 14/12 Đường số 53,['residential']
Hẻm 14/12 Đường số 7,['residential']
Hẻm 14/13 Thân Nhân Trung,['residential']
Hẻm 14/14 Đường số 30,['residential']
Hẻm 14/15 Đường số 53,['residential']
Hẻm 14/23 đường số 53,['residential']
Hẻm 14/4 Đường số 30,['residential']
Hẻm 14/42 Đường số 7,['residential']
Hẻm 14/45 Đường số 7,['residential']
Hẻm 140 Bình Thới,['residential']
Hẻm 140 Hàn Hải Nguyên,['residential']
Hẻm 140 Lê Đức Thọ,['residential']
Hẻm 140 Lý Thường Kiệt,['residential']
Hẻm 140 Vườn Lài,['residential']
Hẻm 140 Xô viết Nghệ Tĩnh,['residential']
Hẻm 140 Đường Vườn Lài,['residential']
Hẻm 140 Đường số 28,['residential']
Hẻm 140/11 Vườn Lài,['residential']
Hẻm 140/11/4 Vườn Lài,['residential']
Hẻm 140/16 Hàn Hải Nguyên,['residential']
Hẻm 140/17 Lê Đức Thọ,['residential']
Hẻm 140/22 Đường Vườn Lài,['residential']
Hẻm 140/26 Đường Vườn Lài,['residential']
Hẻm 140/27 Đường Vườn Lài,['residential']
Hẻm 140/27/11 Đường Vườn Lài,['residential']
Hẻm 140/27/17 Đường Vườn Lài,['residential']
Hẻm 140/28 Đường Vườn Lài,['residential']
Hẻm 140/40 Đường Vườn Lài,['residential']
Hẻm 140/48 Đường Vườn Lài,['residential']
Hẻm 140/55 Đường Vườn Lài,['residential']
Hẻm 140/57 Lê Đức Thọ,['residential']
Hẻm 140/83 Vườn Lài,['residential']
Hẻm 140/98 Vườn Lài,['residential']
Hẻm 140/98/16 Vườn Lài,['residential']
Hẻm 140/98/16 Đường Vườn Lài,['residential']
Hẻm 141 Hoài Thanh,['residential']
Hẻm 141 Lưu Hữu Phước,['residential']
Hẻm 141 Nguyễn Công Hoan,['residential']
Hẻm 141 Tám Danh,['residential']
Hẻm 141 Đường số 28,['residential']
Hẻm 141 Đường số 9,['residential']
Hẻm 141/1 Đường số 9,['residential']
Hẻm 141/27 Lưu Hữu Phước,['residential']
Hẻm 141/29 Lưu Hữu Phước,['residential']
Hẻm 141/29 Đường số 28,['residential']
Hẻm 141/43 Đường số 28,['residential']
Hẻm 141/48 Đường số 28,['residential']
Hẻm 141/56 Đường số 28,['residential']
Hẻm 142 Duy Tân,['residential']
Hẻm 142 Lê Lợi,['residential']
Hẻm 142 Nguyễn Thái Sơn,['residential']
Hẻm 142 Thoại Ngọc Hầu,['residential']
Hẻm 142 Đường Bạch Đằng,['residential']
Hẻm 142 Đường Lê Lợi,['residential']
Hẻm 142/3 Lê Lợi,['residential']
Hẻm 142/30 Lê Lợi,['residential']
Hẻm 142/8 Đường Lê Lợi,['residential']
Hẻm 143 Gò Dầu,['residential']
Hẻm 143 Phan Anh,['residential']
Hẻm 143 Phạm Huy Thông,['residential']
Hẻm 143 Thống Nhất,['residential']
Hẻm 143 Đường Nguyễn Du,['residential']
Hẻm 143 Đường Số 11,['residential']
Hẻm 143 Đường số 8,['residential']
Hẻm 143/11 Nguyễn Văn Khối,['residential']
Hẻm 143/2 Phạm Huy Thông,['residential']
Hẻm 144 Bình Lợi,['residential']
Hẻm 144 Bình Thới,['residential']
Hẻm 144 Âu Cơ,['residential']
Hẻm 144 Ông Ích Khiêm,['residential']
Hẻm 144/1 Bình Lợi,['residential']
Hẻm 1442 Đường 3/2,['residential']
Hẻm 1442/30 Đường 3/2,['residential']
Hẻm 145 Bạch Đằng,['residential']
Hẻm 145 Lê Văn Quới,['residential']
Hẻm 145 Lê Đức Thọ,['residential']
Hẻm 145 Nguyễn Thiện Thuật,['residential']
Hẻm 145 Nguyễn Văn Trỗi,['residential']
Hẻm 145 Trần Bá Giao,['residential']
Hẻm 145 Ðề Thám,['residential']
Hẻm 145 Đường số 9,['residential']
Hẻm 145 Đội Cung,['residential']
Hẻm 145/12 Nguyễn Thiện Thuật,['residential']
Hẻm 145/45 Trần Bá Giao,['residential']
Hẻm 145/51 Lê Đức Thọ,['residential']
Hẻm 145/69 Trần Bá Giao,['residential']
Hẻm 146 Vũ Tùng,['residential']
Hẻm 146 Đường Số 30,['residential']
Hẻm 146 Đường số 8,['residential']
Hẻm 146/13 Đường số 8,['residential']
Hẻm 146/2 Đường Số 30,['residential']
Hẻm 146/20 Đường số 8,['residential']
Hẻm 146/36 Chiến Lược,['residential']
Hẻm 146/59 Đường Vũ Tùng,['residential']
Hẻm 146/59/18 Đường Vũ Tùng,['residential']
Hẻm 146/8 Đường Vũ Tùng,['residential']
Hẻm 147,['residential']
Hẻm 147 Lê Đình Thám,['residential']
Hẻm 147 Lưu Hữu Phước,['residential']
Hẻm 147 Ni Sư Huỳnh Liên,['residential']
Hẻm 147 Tân Kỳ Tân Quý,['residential']
Hẻm 148,['residential']
Hẻm 148 Lê Đức Thọ,['residential']
Hẻm 148 Lý Thánh Tôn,['residential']
Hẻm 148 Trần Thị Nghĩ,['residential']
Hẻm 148 Tôn Thất Hiệp,['residential']
Hẻm 148 đường số 3,['residential']
Hẻm 149 Bành Văn Trân,['residential']
Hẻm 149 Lý Thánh Tông,['residential']
Hẻm 149 Lũy Bán Bích,['residential']
Hẻm 149 Lưu Hữu Phước,['residential']
Hẻm 149 Đất Thánh,['residential']
Hẻm 149/14 Lũy Bán Bích,['residential']
Hẻm 149/20 Bành Văn Trân,['residential']
Hẻm 149/33 Bành Văn Trân,['residential']
Hẻm 149/33A Bành Văn Trân,['residential']
Hẻm 149/33B-C Bành Văn Trân,['residential']
Hẻm 149/43 Bành Văn Trân,['residential']
Hẻm 149/47 Lũy Bán Bích,['residential']
Hẻm 149/5 Tân Thới Nhất 17,['residential']
Hẻm 149/61 Bành Văn Trân,['residential']
Hẻm 149/67 Bành Văn Trân,['residential']
Hẻm 149/71 Bành Văn Trân,['residential']
Hẻm 1492 đường 3/2,['residential']
Hẻm 15 Bùi Thế Mỹ,['residential']
Hẻm 15 Khuông Việt,['residential']
Hẻm 15 Lê Ngã,['residential']
Hẻm 15 Nguyễn Trọng Quyền,['residential']
Hẻm 15 Phạm Văn Hai,['residential']
Hẻm 15 Thạch Lam,['residential']
Hẻm 15 Đường C1,['residential']
Hẻm 15 Đường số 21,['residential']
Hẻm 15 Đường số 4,['residential']
Hẻm 15 Đường số 9,['residential']
Hẻm 15 Đường Đoàn Như Hài,['residential']
Hẻm 15 Đỗ Nhuận,['residential']
Hẻm 15 đường số 8,['residential']
Hẻm 15/10 Đường Nguyễn Ngọc Lộc,['residential']
Hẻm 15/16 Đường số 9,['residential']
Hẻm 15/2 Đường Số 9,['residential']
Hẻm 15/32 Đường Số 9,['residential']
Hẻm 15/40 Đường số 9,['residential']
Hẻm 15/9 Bùi Thế Mỹ,['residential']
Hẻm 150 Bến Vân Đồn,['secondary']
Hẻm 150 Huỳnh Văn Bánh,['residential']
Hẻm 150 Lê Thị Bạch Cát,['residential']
Hẻm 150 Ni sư Huỳnh Liên,['residential']
Hẻm 150 Trần Bá Giao,['residential']
Hẻm 150 Trần Tuấn Khải,['residential']
Hẻm 150 Tân Hòa Đông,['residential']
Hẻm 150 Xô viết Nghệ Tĩnh,['residential']
Hẻm 1502 đường 3/2,['residential']
Hẻm 151 Bến Vân Đồn,['secondary']
Hẻm 151 Lũy Bán Bích,['residential']
Hẻm 151 Nguyễn Văn Nghi,['residential']
Hẻm 151 Nguyễn Văn Trỗi,['residential']
Hẻm 151 Võ Văn Tần,['residential']
Hẻm 151 Đường số 9,['residential']
Hẻm 152,['residential']
Hẻm 152 Bình Long,['residential']
Hẻm 152 Lý Thánh Tông,['residential']
Hẻm 152 Nguyễn Trọng Tuyển,['residential']
Hẻm 152 Nguyễn Văn Khối,['residential']
Hẻm 152 Vĩnh Viễn,['residential']
Hẻm 152 Đường Nguyễn Thị Tần,['residential']
Hẻm 152 Đường Thành Thái,['residential']
Hẻm 152 Đường số 2,['residential']
Hẻm 152-154 Nguyễn Trọng Tuyển,['residential']
Hẻm 152/1 Đường số 2,['residential']
Hẻm 152/11 Bình Long,['residential']
Hẻm 152/2 Nguyễn Văn Khối,['residential']
Hẻm 152/54 Lạc Long Quân,['residential']
Hẻm 153 Lê Văn Thọ,['residential']
Hẻm 153 Nguyễn Thông,['residential']
Hẻm 153 Nguyễn Tiểu La,['residential']
Hẻm 153 Quốc lộ 13,['residential']
Hẻm 153 Võ Văn Tần,['residential']
Hẻm 153 Điện Biên Phủ,['residential']
Hẻm 153 Đường số 20,['residential']
Hẻm 153 Đường số 5,['residential']
Hẻm 153/10 Đường số 8,['residential']
Hẻm 153/13 Đường số 8,['residential']
Hẻm 153/16 Điện Biên Phủ,['residential']
Hẻm 153/27 Đường số 8,['residential']
Hẻm 153/33 Đường số 8,['residential']
Hẻm 153/34 Lê Văn Thọ,['residential']
Hẻm 153/38 Đường số 8,['residential']
Hẻm 153/48 Lê Văn Thọ,['residential']
Hẻm 153/48/16 Đường số 19,['residential']
Hẻm 154 Nguyễn Phúc Chu,['residential']
Hẻm 154 Trường Chinh,['residential']
Hẻm 154 Đường Số 2,['residential']
Hẻm 154 Đường Vườn Lài,['residential']
Hẻm 154 Đường Âu Dương Lân,['residential']
Hẻm 154/1 Đường số 2,['residential']
Hẻm 154/10 Trường Chinh,['residential']
Hẻm 154/10 Đường Vườn Lài,['residential']
Hẻm 154/127 Âu Dương Lân,['residential']
Hẻm 154/136 Đường Âu Dương Lân,['residential']
Hẻm 154/24 Đường Vườn Lài,['residential']
Hẻm 154/5 Đường Vườn Lài,['residential']
Hẻm 154/5 Đường số 2,['residential']
Hẻm 154/51 Âu Dương Lân,['residential']
Hẻm 154/54 Đường Âu Dương Lân,['residential']
Hẻm 154/70 Âu Dương Lân,['residential']
Hẻm 155 Hàn Hải Nguyên,['residential']
Hẻm 155 Hồ Văn Huê,['residential']
Hẻm 155 Lê Thúc Hoạch,['residential']
Hẻm 155 Nguyễn Thái Sơn,['residential']
Hẻm 155 Phú Thọ Hòa,['residential']
